Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id
J,"Giannini, Paola; Shaqiri, Albert",,,,,"Giannini, Paola/0000-0003-2239-9529",,,A Provably Correct Compilation of Functional Languages into Scripting Languags,,,,,,,,SCIENTIFIC ANNALS OF COMPUTER SCIENCE,,,,27,1,,,19,76,,10.7561/SACS.2017.1.19,,,,2017,2017,"In this paper we consider the problem of translating core F#, a typed functional language including mutable variables and exception handling, into scripting languages such as JavaScript or Python. In previous work, we abstracted the most significant characteristics of scripting languages in an intermediate language (IL for short). IL is a block-structured imperative language in which a definition of a name does not have to statically precede its use. We define a big-step operational semantics for core F# and for IL and formalise the translation of F# expressions into IL. The main contribution of the paper is the proof of correctness of the given translation, which is done by showing that the evaluation of a well-typed F# program converges to a primitive value if and only if the evaluation of its translation into IL converges to the same value.",,,,,,,,,0,0,0,0,0,0,0,,,1843-8121,,,WOS:000418749700002,
C,"Amin, Nada; Rompf, Tiark",,,,,"Rompf, Tiark/0000-0002-2068-3238",,,Type Soundness Proofs with Definitional Interpreters,,,,,,,,ACM SIGPLAN NOTICES,,,,52,1,,,666,679,,10.1145/3093333.3009866,,,,JAN 2017,2017,"While type soundness proofs are taught in every graduate PL class, the gap between realistic languages and what is accessible to formal proofs is large. In the case of Scala, it has been shown that its formal model, the Dependent Object Types (DOT) calculus, cannot simultaneously support key metatheoretic properties such as environment narrowing and subtyping transitivity, which are usually required for a type soundness proof. Moreover, Scala and many other realistic languages lack a general substitution property.The first contribution of this paper is to demonstrate how type soundness proofs for advanced, polymorphic, type systems can be carried out with an operational semantics based on high-level, definitional interpreters, implemented in Coq. We present the first mechanized soundness proofs in this style for System F-<: and several extensions, including mutable references. Our proofs use only straightforward induction, which is significant, as the combination of big-step semantics, mutable references, and polymorphism is commonly believed to require coinductive proof techniques.The second main contribution of this paper is to show how DOT-like calculi emerge from straightforward generalizations of the operational aspects of F-< :, exposing a rich design space of calculi with path-dependent types inbetween System F and DOT, which we dub the System D Square.By working directly on the target language, definitional interpreters can focus the design space and expose the invariants that actually matter at runtime. Looking at such runtime invariants is an exciting new avenue for type system design.",,,,,44th ACM SIGPLAN Symposium on Principles of Programming Languages (POPL)44th ACM SIGPLAN Symposium on Principles of Programming Languages (POPL),"JAN 18-20, 2017JAN 18-20, 2017",ACM SIGPLANACM SIGPLAN,"Paris, FRANCEParis, FRANCE",26,0,0,0,0,0,26,,,0362-1340,1558-1160,,WOS:000408311200050,
C,"Ancona, Davide; Dagnino, Francesco; Zucca, Elena",,,,,,"Yang, H",,Generalizing Inference Systems by Coaxioms,,,,,,,,PROGRAMMING LANGUAGES AND SYSTEMS (ESOP 2017): 26TH EUROPEAN SYMPOSIUM ON PROGRAMMING,,Lecture Notes in Computer Science,,10201,,,,29,55,,10.1007/978-3-662-54434-1_2,,,,2017,2017,"We introduce a generalized notion of inference system to support structural recursion on non well-founded datatypes. Besides axioms and inference rules with the usual meaning, a generalized inference system allows coaxioms, which are, intuitively, axioms which can only be applied at infinite depth in a proof tree. This notion nicely subsumes standard inference systems and their inductive and coinductive interpretation, while providing more flexibility. Indeed, the classical results on the existence and constructive characterization of least and greatest fixed points can be extended to our generalized framework, interpreting recursive definitions as fixed points which are not necessarily the least, nor the greatest one. This allows formal reasoning in cases where the inductive and coinductive interpretation do not provide the intended meaning, or are mixed together.",,,,,26th European Symposium on Programming (ESOP) Held as Part of the European Joint Conferences on Theory and Practice of Software (ETAPS)26th European Symposium on Programming (ESOP) Held as Part of the European Joint Conferences on Theory and Practice of Software (ETAPS),"APR 22-29, 2017APR 22-29, 2017",,"Uppsala, SWEDENUppsala, SWEDEN",9,0,0,0,0,0,9,,,0302-9743,1611-3349,978-3-662-54434-1; 978-3-662-54433-4,WOS:000681702400002,
J,"Ancona, Davide; Corradi, Andrea",,,,,,,,Semantic Subtyping for Imperative Object-Oriented Languages,,,,,,,,ACM SIGPLAN NOTICES,,,,51,10,,,568,587,,10.1145/3022671.2983992,,,,OCT 2016,2016,"Semantic subtyping is an approach for defining sound and complete procedures to decide subtyping for expressive types, including union and intersection types; although it has been exploited especially in functional languages for XML based programming, recently it has been partially investigated in the context of object-oriented languages, and a sound and complete subtyping algorithm has been proposed for record types, but restricted to immutable fields, with union and recursive types interpreted coinductively to support cyclic objects.In this work we address the problem of studying semantic subtyping for imperative object-oriented languages, where fields can be mutable; in particular, we add read/write field annotations to record types, and, besides union, we consider intersection types as well, while maintaining coinductive interpretation of recursive types. In this way, we get a richer notion of type with a flexible subtyping relation, able to express a variety of type invariants useful for enforcing static guarantees for mutable objects.The addition of these features radically changes the definition of subtyping, and, hence, the corresponding decision procedure, and surprisingly invalidates some subtyping laws that hold in the functional setting.We propose an intuitive model where mutable record values contain type information to specify the values that can be correctly stored in fields. Such a model, and the corresponding subtyping rules, require particular care to avoid circularity between coinductive judgments and their negations which, by duality, have to be interpreted inductively.A sound and complete subtyping algorithm is provided, together with a prototype implementation.",,,,,"ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications (OOPSLA)ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications (OOPSLA)","NOV 02-04, 2016NOV 02-04, 2016",Assoc Comp Machinery; ACM SIGPLANAssoc Comp Machinery; ACM SIGPLAN,"Amsterdam, NETHERLANDSAmsterdam, NETHERLANDS",7,0,0,0,0,0,7,,,0362-1340,1558-1160,,WOS:000393581000033,
J,"Rodriguez, Leonardo; Pagano, Miguel; Fridlender, Daniel",,,,,,,,Proving Correctness of a Compiler Using Step-indexed Logical Relations,,,,,,,,ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE,,,,323,,,,197,214,,10.1016/j.entcs.2016.06.013,,,,JUL 11 2016,2016,"In this paper we prove the correctness of a compiler for a call-by-name language using step-indexed logical relations and biorthogonality. The source language is an extension of the simply typed lambda-calculus with recursion, and the target language is an extension of the Krivine abstract machine. We formalized the proof in the Coq proof assistant.",,,,,,,,,3,0,0,0,0,0,3,,,1571-0661,,,WOS:000384406400013,
C,"Owens, Scott; Myreen, Magnus O.; Kumar, Ramana; Tan, Yong Kiam",,,,,"Owens, Scott/0000-0002-7437-4780","Thiemann, P",,Functional Big-Step Semantics,,,,,,,,PROGRAMMING LANGUAGES AND SYSTEMS (ESOP 2016),,Lecture Notes in Computer Science,,9632,,,,589,615,,10.1007/978-3-662-49498-1_23,,,,2016,2016,"When doing an interactive proof about a piece of software, it is important that the underlying programming language's semantics does not make the proof unnecessarily difficult or unwieldy. Both small-step and big-step semantics are commonly used, and the latter is typically given by an inductively defined relation. In this paper, we consider an alternative: using a recursive function akin to an interpreter for the language. The advantages include a better induction theorem, less duplication, accessibility to ordinary functional programmers, and the ease of doing symbolic simulation in proofs via rewriting. We believe that this style of semantics is well suited for compiler verification, including proofs of divergence preservation. We do not claim the invention of this style of semantics: our contribution here is to clarify its value, and to explain how it supports several language features that might appear to require a relational or small-step approach. We illustrate the technique on a simple imperative language with C-like for-loops and a break statement, and compare it to a variety of other approaches. We also provide ML and lambda-calculus based examples to illustrate its generality.",,,,,25th European Symposium on Programming (ESOP) Held as Part of the European Joint Conferences on Theory and Practice of Software (ETAPS)25th European Symposium on Programming (ESOP) Held as Part of the European Joint Conferences on Theory and Practice of Software (ETAPS),"APR 03-07, 2016APR 03-07, 2016",,"Eindhoven, NETHERLANDSEindhoven, NETHERLANDS",35,0,0,0,0,0,35,,,0302-9743,1611-3349,978-3-662-49498-1; 978-3-662-49497-4,WOS:000401936100023,
C,"Cheney, James; Momigliano, Alberto; Pessina, Matteo",,,,"Momigliano, Alberto/M-6152-2017","Momigliano, Alberto/0000-0003-0942-4777","Aichernig, BK; Furia, CA",,Advances in Property-Based Testing for alpha Prolog,,,,,,,,"TESTS AND PROOFS, TAP 2016",,Lecture Notes in Computer Science,,9762,,,,37,56,,10.1007/978-3-319-41135-4_3,,,,2016,2016,"alpha Check is a light-weight property-based testing tool built on top of alpha Prolog, a logic programming language based on nominal logic. alpha Prolog is particularly suited to the validation of the meta-theory of formal systems, for example correctness of compiler translations involving name-binding, alpha-equivalence and capture-avoiding substitution. In this paper we describe an alternative to the negation elimination algorithm underlying alpha Check that substantially improves its effectiveness. To substantiate this claim we compare the checker performances w.r.t. two of its main competitors in the logical framework niche, namely the QuickCheck/Nitpick combination offered by Isabelle/HOL and the random testing facility in PLT-Redex.",,,,,10th International Conference on Tests and Proofs (TAP) held as Part of Conference on Software Technologies - Applications and Foundations (STAF)10th International Conference on Tests and Proofs (TAP) held as Part of Conference on Software Technologies - Applications and Foundations (STAF),"JUL 05-07, 2016JUL 05-07, 2016",,"TU Wien, Vienna, AUSTRIATU Wien, Vienna, AUSTRIA",4,0,0,0,0,0,4,,,0302-9743,1611-3349,978-3-319-41135-4; 978-3-319-41134-7,WOS:000386324100003,
J,"Danner, Norman; Licata, Daniel R.; Ramyaa, Ramyaa",,,,,,,,Denotational Cost Semantics for Functional Languages with Inductive Types,,,,,,,,ACM SIGPLAN NOTICES,,,,50,9,,,140,151,,10.1145/2784731.2784749,,,,SEP 2015,2015,"A central method for analyzing the asymptotic complexity of a functional program is to extract and then solve a recurrence that expresses evaluation cost in terms of input size. The relevant notion of input size is often specific to a datatype, with measures including the length of a list, the maximum element in a list, and the height of a tree. In this work, we give a formal account of the extraction of cost and size recurrences from higher-order functional programs over inductive datatypes. Our approach allows a wide range of programmer-specified notions of size, and ensures that the extracted recurrences correctly predict evaluation cost. To extract a recurrence from a program, we first make costs explicit by applying a monadic translation from the source language to a complexity language, and then abstract datatype values as sizes. Size abstraction can be done semantically, working in models of the complexity language, or syntactically, by adding rules to a preorder judgement. We give several different models of the complexity language, which support different notions of size. Additionally, we prove by a logical relations argument that recurrences extracted by this process are upper bounds for evaluation cost; the proof is entirely syntactic and therefore applies to all of the models we consider.",,,,,20th ACM SIGPLAN International Conference on Functional Programming (ICFP)20th ACM SIGPLAN International Conference on Functional Programming (ICFP),"AUG 31-SEP 02, 2015AUG 31-SEP 02, 2015",ACM SIGPLANACM SIGPLAN,"Vancouver, CANADAVancouver, CANADA",2,0,0,0,0,0,2,,,0362-1340,1558-1160,,WOS:000367255800013,
C,"Danner, Norman; Licata, Daniel R.; Ramyaa, Ramyaa",,,,,,"Fisher, K; Reppy, J",,Denotational Cost Semantics for Functional Languages with Inductive Types,,,,,,,,PROCEEDINGS OF THE 20TH ACM SIGPLAN INTERNATIONAL CONFERENCE ON FUNCTIONAL PROGRAMMING (ICFP'15),,,,,,,,140,151,,10.1145/2784731.2784749,,,,2015,2015,"A central method for analyzing the asymptotic complexity of a functional program is to extract and then solve a recurrence that expresses evaluation cost in terms of input size. The relevant notion of input size is often specific to a datatype, with measures including the length of a list, the maximum element in a list, and the height of a tree. In this work, we give a formal account of the extraction of cost and size recurrences from higher-order functional programs over inductive datatypes. Our approach allows a wide range of programmer-specified notions of size, and ensures that the extracted recurrences correctly predict evaluation cost. To extract a recurrence from a program, we first make costs explicit by applying a monadic translation from the source language to a complexity language, and then abstract datatype values as sizes. Size abstraction can be done semantically, working in models of the complexity language, or syntactically, by adding rules to a preorder judgement. We give several different models of the complexity language, which support different notions of size. Additionally, we prove by a logical relations argument that recurrences extracted by this process are upper bounds for evaluation cost; the proof is entirely syntactic and therefore applies to all of the models we consider.",,,,,20th ACM SIGPLAN International Conference on Functional Programming (ICFP)20th ACM SIGPLAN International Conference on Functional Programming (ICFP),"AUG 31-SEP 02, 2015AUG 31-SEP 02, 2015",ACM SIGPLAN; Assoc Comp MachineryACM SIGPLAN; Assoc Comp Machinery,"Vancouver, CANADAVancouver, CANADA",25,0,0,0,0,0,23,,,,,978-1-4503-3669-7,WOS:000382171900013,
J,"Nakata, Keiko; Uustalu, Tarmo",,,,"Uustalu, Tarmo/I-1242-2015","Uustalu, Tarmo/0000-0002-1297-0579",,,A HOARE LOGIC FOR THE COINDUCTIVE TRACE-BASED BIG-STEP SEMANTICS OF WHILE,,,,,,,,LOGICAL METHODS IN COMPUTER SCIENCE,,,,11,1,,,,,1,10.2168/LMCS-11(1:1)2015,,,,2015,2015,"In search for a foundational framework for reasoning about observable behavior of programs that may not terminate, we have previously devised a trace-based big-step semantics for While. In this semantics, both traces and evaluation (relating initial states of program runs to traces they produce) are defined coinductively. On terminating runs, this semantics agrees with the standard inductive state-based semantics. Here we present a Hoare logic counterpart of our coinductive trace-based semantics and prove it sound and complete. Our logic subsumes the standard partial-correctness state-based Hoare logic as well as the total-correctness variation: they are embeddable. In the converse direction, projections can be constructed: a derivation of a Hoare triple in our trace-based logic can be translated into a derivation iii the state-based logic of a translated, weaker Hoare triple. Since we work with a constructive underlying logic, the range of program properties we can reason about has a fine structure; in particular, we can distinguish between termination and nondivergence, e.g., unbounded classically total search fails to be terminating, but is nonetheless nondivergent. Our metatheorv is entirely constructive as well, and we have formalized it in Coq.",,,,,,,,,6,0,0,0,0,0,6,,,1860-5974,,,WOS:000353193000009,
C,"Ramananandro, Tahina; Shao, Zhong; Weng, Shu-Chun; Koenig, Jeremie; Fu, Yuchen",,,Assoc Comp Machinery,,"Shao, Zhong/0000-0001-8184-7649; Koenig, Jeremie/0000-0002-3168-5925",,,A Compositional Semantics for Verified Separate Compilation and Linking,,,,,,,,CPP'15: PROCEEDINGS OF THE 2015 ACM CONFERENCE ON CERTIFIED PROGRAMS AND PROOFS,,,,,,,,3,14,,10.1145/2676724.2693167,,,,2015,2015,"Recent ground-breaking efforts such as CompCert have made a convincing case that mechanized verification of the compiler correctness for realistic C programs is both viable and practical. Unfortunately, existing verified compilers can only handle whole programs-this severely limits their applicability and prevents the linking of verified C programs with verified external libraries. In this paper, we present a novel compositional semantics for reasoning about open modules and for supporting verified separate compilation and linking. More specifically, we replace external function calls with explicit events in the behavioral semantics. We then develop a verified linking operator that makes lazy substitutions on (potentially reacting) behaviors by replacing each external function call event with a behavior simulating the requested function. Finally, we show how our new semantics can be applied to build a refinement infrastructure that supports both vertical composition and horizontal composition.",,,,,ACM SIGPLAN Conference on Certified Programs and Proofs (CPP)ACM SIGPLAN Conference on Certified Programs and Proofs (CPP),"JAN 13-14, 2015JAN 13-14, 2015",Assoc Comp Machinery; ACM SIGPLANAssoc Comp Machinery; ACM SIGPLAN,"Mumbai, INDIAMumbai, INDIA",13,0,0,0,1,0,13,,,,,978-1-4503-3296-5,WOS:000491863900002,
C,"Bodin, Martin; Jensen, Thomas; Schmitt, Alan",,,Assoc Comp Machinery,,"Bodin, Martin/0000-0003-3588-3782",,,Certified Abstract Interpretation with Pretty-Big-Step Semantics,,,,,,,,CPP'15: PROCEEDINGS OF THE 2015 ACM CONFERENCE ON CERTIFIED PROGRAMS AND PROOFS,,,,,,,,28,39,,10.1145/2676724.2693174,,,,2015,2015,"This paper describes an investigation into developing certified abstract interpreters from big-step semantics using the Coq proof assistant. We base our approach on Schmidt's abstract interpretation principles for natural semantics, and use a pretty-big-step (PBS) semantics, a semantic format proposed by Chargueraud. We propose a systematic representation of the PBS format and implement it in Coq. We then show how the semantic rules can be abstracted in a methodical fashion, independently of the chosen abstract domain, to produce a set of abstract inference rules that specify an abstract interpreter. We prove the correctness of the abstract interpreter in Coq once and for all, under the assumption that abstract operations faithfully respect the concrete ones. We finally show how to define correct-by-construction analyses: their correction amounts to proving they belong to the abstract semantics.",,,,,ACM SIGPLAN Conference on Certified Programs and Proofs (CPP)ACM SIGPLAN Conference on Certified Programs and Proofs (CPP),"JAN 13-14, 2015JAN 13-14, 2015",Assoc Comp Machinery; ACM SIGPLANAssoc Comp Machinery; ACM SIGPLAN,"Mumbai, INDIAMumbai, INDIA",4,0,0,0,0,0,4,,,,,978-1-4503-3296-5,WOS:000491863900004,
C,"Poulsen, Casper Bach; Mosses, Peter D.; Torrini, Paolo",,,ACM,"Mosses, Peter/A-8206-2019","Mosses, Peter/0000-0002-5826-7520; Bach Poulsen, Casper/0000-0003-0622-7639",,,Imperative Polymorphism by Store-Based Types as Abstract Interpretations,,,,,,,,PROCEEDINGS OF THE 2015 ACM SIGPLAN WORKSHOP ON PARTIAL EVALUATION AND PROGRAM MANIPULATION (PEPM'15),,,,,,,,3,8,,10.1145/2678015.2682545,,,,2015,2015,"Dealing with polymorphism in the presence of imperative features is a long-standing open problem for Hindley-Milner type systems. A widely adopted approach is the value restriction, which inhibits polymorphic generalisation and unfairly rejects various programs that cannot go wrong. We consider abstract interpretation as a tool for constructing safe and precise type systems, and investigate how to derive store-based types by abstract interpretation. We propose store-based types as a type discipline that holds potential for interesting and flexible alternatives to the value restriction.",,,,,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation (PEPM)ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation (PEPM),"JAN 13-14, 2015JAN 13-14, 2015",Assoc Comp Machinery; ACM SIGPLANAssoc Comp Machinery; ACM SIGPLAN,"Mumbai, INDIAMumbai, INDIA",1,0,0,0,0,0,1,,,,,978-1-4503-3297-2,WOS:000461460400002,
J,"Wang, Peng; Cuellar, Santiago; Chlipala, Adam",,,,,,,,Compiler Verification Meets Cross-Language Linking via Data Abstraction,,,,,,,,ACM SIGPLAN NOTICES,,,,49,10,,,675,690,,10.1145/2714064.2660201,,,,OCT 2014,2014,"Many real programs are written in multiple different programming languages, and supporting this pattern creates challenges for formal compiler verification. We describe our Coq verification of a compiler for a high-level language, such that the compiler correctness theorem allows us to derive partial-correctness Hoare-logic theorems for programs built by linking the assembly code output by our compiler and assembly code produced by other means. Our compiler supports such tricky features as storable cross-language function pointers, without giving up the usual benefits of being able to verify different compiler phases (including, in our case, two classic optimizations) independently. The key technical innovation is a mixed operational and axiomatic semantics for the source language, with a built-in notion of abstract data types, such that compiled code interfaces with other languages only through axiomatically specified methods that mutate encapsulated private data, represented in whatever formats are most natural for those languages.",,,,,2014 ACM International Conference on Object-Oriented-Programming-Systems-Languages-and-Applications (OOPSLA 14)2014 ACM International Conference on Object-Oriented-Programming-Systems-Languages-and-Applications (OOPSLA 14),"OCT 20-24, 2014OCT 20-24, 2014",,"Portland, ORPortland, OR",4,0,0,0,0,0,4,,,0362-1340,1558-1160,,WOS:000348907400038,
C,"Ancona, Davide; Corradi, Andrea",,,,,,"Jones, R",,Sound and Complete Subtyping between Coinductive Types for Object-Oriented Languages,,,,,,,,ECOOP 2014 - OBJECT-ORIENTED PROGRAMMING,,Lecture Notes in Computer Science,,8586,,,,282,307,,,,,,2014,2014,"Structural subtyping is an important notion for effective static type analysis; it can be defined either axiomatically by a collection of subtyping rules, or by means of set inclusion between type interpretations, following the more intuitive approach of semantic subtyping, which allows simpler proofs of the expected properties of the subtyping relation.In object-oriented programming, recursive types are typically interpreted inductively; however, cyclic objects can be represented more precisely by coinductive types.We study semantic subtyping between coinductive types with records and unions, which are particularly interesting for object-oriented programming, and develop and implement a sound and complete top-down direct and effective algorithm for deciding it. To our knowledge, this is the first proposal for a sound and complete top-down direct algorithm for semantic subtyping between coinductive types.",,,,,28th European Conference on Object-Oriented Programming (ECOOP)28th European Conference on Object-Oriented Programming (ECOOP),"JUL 28-AUG 01, 2014JUL 28-AUG 01, 2014",Google; Orable Labs; Samsung Res Amer; Typesafe; IBM Res; Uppsala Univ; Univ Kent; Assoc Internationale Technologies Objets; ACM SIGPLAN; ACM SIGSOFTGoogle; Orable Labs; Samsung Res Amer; Typesafe; IBM Res; Uppsala Univ; Univ Kent; Assoc Internationale Technologies Objets; ACM SIGPLAN; ACM SIGSOFT,"Uppsala, SWEDENUppsala, SWEDEN",9,0,0,0,0,0,9,,,0302-9743,1611-3349,978-3-662-44202-9; 978-3-662-44201-2,WOS:000360146400012,
J,"Bartoletti, Massimo; Cimoli, Tiziana; Pinna, G. Michele; Zunino, Roberto",,,,,"Cimoli, Tiziana/0000-0002-8591-4527; Bartoletti, Massimo/0000-0003-3796-9774; PINNA, GIOVANNI MICHELE/0000-0001-8911-1580",,,Circular Causality in Event Structures,,,,,,,,FUNDAMENTA INFORMATICAE,,,,134,3-4,,,219,259,,10.3233/FI-2014-1101,,,,2014,2014,"We propose a model of events with circular causality, in the form of a conservative extension of Winskel's event structures. We study the relations between this new kind of event structures and Propositional Contract Logic. Provable atoms in the logic correspond to reachable events in our event structures. Furthermore, we show a correspondence between the configurations of this new brand of event structures and the proofs in a fragment of Propositional Contract Logic.",,,,,,,,,8,0,0,0,0,0,8,,,0169-2968,1875-8681,,WOS:000345457500002,
C,"Poulsen, Casper Bach; Mosses, Peter D.",,,,"Mosses, Peter/A-8206-2019","Mosses, Peter/0000-0002-5826-7520; Bach Poulsen, Casper/0000-0003-0622-7639","Shao, Z",,Deriving Pretty-Big-Step Semantics from Small-Step Semantics,,,,,,,,PROGRAMMING LANGUAGES AND SYSTEMS,,Lecture Notes in Computer Science,,8410,,,,270,289,,,,,,2014,2014,"Big-step semantics for languages with abrupt termination and/or divergence suffer from a serious duplication problem, addressed by the novel 'pretty-big-step' style presented by Chargueraud at ESOP' 13. Such rules are less concise than corresponding small-step rules, but they have the same advantages as big-step rules for program correctness proofs. Here, we show how to automatically derive pretty-big-step rules directly from small-step rules by 'refocusing'. This gives the best of both worlds: we only need to write the relatively concise small-step specifications, but our reasoning can be big-step as well as small-step. The use of strictness annotations to derive small-step congruence rules gives further conciseness.",,,,,23rd European Symposium on Programming (ESOP)23rd European Symposium on Programming (ESOP),"APR 05-13, 2014APR 05-13, 2014",,"Grenoble, FRANCEGrenoble, FRANCE",7,0,0,0,0,0,7,,,0302-9743,,978-3-642-54833-8; 978-3-642-54832-1,WOS:000342811600015,
C,"Koskinen, Eric; Terauchi, Tachio",,,ACM,,,,,Local Temporal Reasoning,,,,,,,,PROCEEDINGS OF THE JOINT MEETING OF THE TWENTY-THIRD EACSL ANNUAL CONFERENCE ON COMPUTER SCIENCE LOGIC (CSL) AND THE TWENTY-NINTH ANNUAL ACM/IEEE SYMPOSIUM ON LOGIC IN COMPUTER SCIENCE (LICS),,IEEE Symposium on Logic in Computer Science,,,,,,,,,10.1145/2603088.2603138,,,,2014,2014,"We present the first method for reasoning about temporal logic properties of higher-order, infinite-data programs. By distinguishing between the finite traces and infinite traces in the specification, we obtain rules that permit us to reason about the temporal behavior of program parts via a type-and-effect system, which is then able to compose these facts together to prove the overall target property of the program. The type system alone is strong enough to derive many temporal safety properties using refinement types and temporal effects. We also show how existing techniques can be used as oracles to provide liveness information (e.g. termination) about program parts and that the type-and-effect system can combine this information with temporal safety information to derive nontrivial temporal properties. Our work has application toward verification of higher-order software, as well as modular strategies for procedural programs.",,,,,Joint Meeting of the 23rd EACSL Annual Conference on Computer Science Logic (CSL) / 29th Annual ACM/IEEE Symposium on Logic in Computer Science (LICS)Joint Meeting of the 23rd EACSL Annual Conference on Computer Science Logic (CSL) / 29th Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),"JUL 09-24, 2014JUL 09-24, 2014",IEEE; ACM; EACSLIEEE; ACM; EACSL,"Vienna, AUSTRIAVienna, AUSTRIA",5,0,0,0,0,0,5,,,1043-6871,,978-1-4503-2886-9,WOS:000693915100058,
J,"Ancona, Davide",,,,,,,,Regular corecursion in Prolog,,,,,,,,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,,,,39,4,SI,,142,162,,10.1016/j.cl.2013.05.001,,,,DEC 2013,2013,"Corecursion is the ability of defining a function that produces some infinite data in terms of the function and the data itself, as supported by lazy evaluation. However, in languages such as Haskell strict operations fail to terminate even on infinite regular data, that is, cyclic data.Regular corecursion is naturally supported by coinductive Prolog, an extension where predicates can be interpreted either inductively or coinductively, that has proved to be useful for formal verification, static analysis and symbolic evaluation of programs.In this paper we use the meta-programming facilities offered by Prolog to propose extensions to coinductive Prolog aiming to make regular corecursion more expressive and easier to program with.First, we propose a new interpreter to solve the problem of non-terminating failure as experienced with the standard semantics of coinduction (as supported, for instance, in SWI-Prolog). Another problem with the standard semantics is that predicates expressed in terms of existential quantification over a regular term cannot directly defined by coinduction; to this aim, we introduce finally clauses, to allow more flexibility in coinductive definitions.Then we investigate the possibility of annotating arguments of coinductive predicates, to restrict coinductive definitions to a subset of the arguments; this allows more efficient definitions, and further enhance the expressive power of coinductive Prolog.We investigate the effectiveness of such features by showing different example programs manipulating several kinds of cyclic values, ranging from automata and context free grammars to graphs and repeating decimals; the examples show how computations on cyclic values can be expressed with concise and relatively simple programs.The semantics defined by these vanilla meta-interpreters are an interesting starting point for a more mature design and implementation of coinductive Prolog. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,,,,,10,0,0,0,0,0,10,,,1477-8424,1873-6866,,WOS:000328715400003,
J,"Schaefer, Max; Sridharan, Manu; Dolby, Julian; Tip, Frank",,,,,"Sridharan, Manu/0000-0001-7993-302X",,,Dynamic Determinacy Analysis,,,,,,,,ACM SIGPLAN NOTICES,,,,48,6,SI,,165,174,,10.1145/2499370.2462168,,,,JUN 2013,2013,"We present an analysis for identifying determinate variables and expressions that always have the same value at a given program point. This information can be exploited by client analyses and tools to, e. g., identify dead code or specialize uses of dynamic language constructs such as e v a l, replacing them with equivalent static constructs. Our analysis is completely dynamic and only needs to observe a single execution of the program, yet the determinacy facts it infers hold for any execution. We present a formal soundness proof of the analysis for a simple imperative language, and a prototype implementation that handles full JavaScript. Finally, we report on two case studies that explored how static analysis for JavaScript could leverage the information gathered by dynamic determinacy analysis. We found that in some cases scalability of static pointer analysis was improved dramatically, and that many uses of runtime code generation could be eliminated.",,,,,34th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI)34th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),"JUN 16-19, 2013JUN 16-19, 2013",ACM SIGPLANACM SIGPLAN,"Seattle, WASeattle, WA",24,1,0,0,0,0,25,,,0362-1340,,,WOS:000321865400017,
